iter	Passed	Remaining
280	126431	67939
281	126884	67491
282	127388	67070
283	127594	66492
284	128052	66048
285	128534	65615
286	128963	65155
287	129388	64694
288	129867	64259
289	130082	63695
290	130569	63265
291	130983	62800
292	131170	62227
293	131611	61776
294	132048	61324
295	132500	60878
296	132938	60426
297	133359	59966
298	133549	59404
299	133791	58868
300	134248	58427
301	134438	57870
302	134892	57429
303	135323	56978
304	135589	56458
305	136080	56033
306	136366	55523
307	136840	55091
308	137262	54638
309	137719	54199
310	138001	53691
311	138442	53247
312	138874	52799
313	139131	52285
314	139571	51840
315	140014	51397
316	140442	50949
317	140934	50523
318	141351	50071
319	141830	49640
320	142038	49116
321	142478	48672
322	142921	48230
323	143115	47705
324	143308	47181
325	143500	46659
326	143979	46231
327	144177	45714
328	144613	45274
329	144820	44762
330	145031	44254
331	145325	43772
332	145733	43326
333	145976	42831
334	146175	42325
335	146374	41821
336	146573	41318
337	146774	40818
338	146970	40319
339	147259	39846
340	147561	39378
341	147992	38945
342	148393	38504
343	148800	38065
344	148988	37571
345	149421	37139
346	149677	36664
347	149865	36174
348	150052	35685
349	150237	35198
350	150526	34736
351	150712	34252
352	150901	33771
353	151095	33292
354	151282	32813
355	151478	32338
356	152000	31932
357	152190	31458
358	152378	30985
359	152571	30514
360	152772	30046
361	152969	29579
362	153173	29115
363	154341	28833
364	154748	28405
365	154942	27940
366	155131	27475
367	155320	27012
368	155510	26550
369	155697	26089
370	155903	25633
371	156110	25179
372	156310	24724
373	156511	24271
374	156709	23819
375	156907	23369
376	157095	22918
377	157308	22472
378	157513	22026
379	157717	21582
380	157919	21138
381	158109	20694
382	158305	20253
383	158494	19811
384	158700	19373
385	158911	18937
386	159135	18504
387	159329	18068
388	159527	17634
389	159729	17201
390	159940	16771
391	160184	16345
392	160392	15916
393	160774	15506
394	161196	15099
395	161392	14672
396	161678	14253
397	161889	13829
398	162082	13405
399	162277	12982
400	162823	12587
401	163304	12186
402	163593	11772
403	164030	11368
404	164491	10966
405	164983	10565
406	165267	10151
407	165591	9740
408	165881	9328
409	166154	8915
410	166647	8514
411	166847	8099
412	167752	7717
413	167951	7302
414	168157	6888
415	168353	6475
416	168553	6063
417	168756	5652
418	168964	5242
419	169245	4835
420	169549	4430
421	169814	4024
422	170056	3618
423	170565	3218
424	170835	2813
425	171035	2408
426	171528	2008
427	171774	1605
428	172187	1204
429	172622	802
430	172875	401
431	173424	0
